processor_millis,SDS011_pm25, SDS011_pm10,BME680_temperature, BME680_pressure, BME680_humidity, BME680_gasResistance,CCS811_C02, CCS811_TVOC,GPS_year, GPS_month, GPS_day, GPS_hour, GPS_minute, GPS_seconds, GPS_longitude, GPS_latitude, GPS_noSaltilites, GPS_fix,CozIr_Co2, CozIr_Co2_filtered,SN1_WE_u, SN1_AE_u, SN2_WE_u, SN2_AE_u, NO2, O3, PT1000 temp,Errors
Starting!
16000,0.70, 2.80,24.81, 10111.30, 18.97, 0.00,400, 0,22,4,26,8,43,1,0,0,0,0,00468, 00453,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2098.25,
18000,0.70, 2.90,24.78, 10111.30, 18.97, 0.00,400, 0,22,4,26,8,43,2,0,0,0,0,00465, 00451,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
20000,0.80, 3.20,24.72, 10111.30, 18.95, 0.00,400, 0,22,4,26,8,43,4,0,0,0,0,00469, 00500,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2096.64,
22000,0.80, 3.30,24.67, 10110.90, 18.99, 0.00,400, 0,22,4,26,8,43,6,0,0,0,0,00465, 00430,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
24000,0.90, 3.70,24.62, 10111.10, 19.01, 0.00,400, 0,22,4,26,8,43,8,0,0,0,0,00466, 00506,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2096.64,
26000,1.00, 4.20,24.59, 10111.10, 19.04, 0.00,400, 0,22,4,26,8,43,10,0,0,0,0,00469, 00492,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
28000,1.00, 4.30,24.56, 10111.30, 19.07, 0.00,400, 0,22,4,26,8,43,12,0,0,0,0,00475, 00479,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2098.25,
30000,1.00, 4.60,24.54, 10111.30, 19.05, 0.00,400, 0,22,4,26,8,43,14,0,0,0,0,00473, 00476,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2099.86,
32000,1.10, 4.70,24.52, 10111.30, 19.06, 0.00,400, 0,22,4,26,8,43,16,0,0,0,0,00476, 00495,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2098.25,
34000,1.10, 4.90,24.51, 10110.90, 19.05, 0.00,400, 0,22,4,26,8,43,18,0,0,0,0,00476, 00464,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
36000,1.10, 4.80,24.50, 10111.10, 19.05, 0.00,400, 0,22,4,26,8,43,21,0,0,0,0,00473, 00470,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2096.64,
38000,1.10, 4.60,24.49, 10110.90, 19.05, 0.00,400, 0,22,4,26,8,43,22,0,0,0,0,00469, 00495,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2095.83,
40000,1.10, 4.50,24.48, 10110.90, 19.04, 0.00,405, 0,22,4,26,8,43,24,0,0,0,0,00471, 00453,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
42000,1.10, 3.40,24.48, 10110.90, 19.04, 0.00,400, 0,22,4,26,8,43,26,0,0,0,0,00473, 00456,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2099.06,
44000,1.10, 3.40,24.47, 10110.90, 19.05, 0.00,405, 0,22,4,26,8,43,28,0,0,0,0,00473, 00509,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2098.25,
46000,1.00, 3.20,24.47, 10110.90, 19.06, 0.00,405, 0,22,4,26,8,43,30,0,0,0,0,00471, 00471,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
48000,1.00, 3.10,24.47, 10110.90, 19.07, 0.00,405, 0,22,4,26,8,43,32,0,0,0,0,00464, 00399,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2098.25,
50000,0.90, 4.70,24.46, 10110.90, 19.08, 0.00,405, 0,22,4,26,8,43,34,0,0,0,0,00465, 00500,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2097.45,
52000,0.80, 4.60,24.46, 10110.90, 19.10, 0.00,405, 0,22,4,26,8,43,36,0,0,0,0,00465, 00484,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2099.06,
