processor_millis; CozIr_Co2_filtered;SDS011_pm25; SDS011_pm10;BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors
1670;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1797;1758;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1671;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;1749;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1672;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1802;1825;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1673;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1803;1775;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1674;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1803;1775;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1675;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1834;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1676;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1837;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1677;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1811;1818;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1678;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1834;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1679;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1821;1860;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1680;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1771;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1681;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1764;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811
1682;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1802;1824;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1683;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1834;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1684;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1803;1800;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1685;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1809;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1686;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1808;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1687;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1808;1834;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1688;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1797;1803;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-342.28; SDS011 BME680 CCS811
1689;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1802;1818;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1690;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1802;1815;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1691;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1808;1849;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1692;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1811;1849;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1693;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1816;1849;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1694;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1818;1812;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1695;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811 CozIR
1696;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1825;1768;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1697;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811 CozIR
1698;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1796;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1699;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1796;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1700;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1821;1851;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1701;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1824;1848;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1702;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1762;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1703;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1825;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1704;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1822;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1705;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1796;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1706;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;1803;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1707;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1811;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1708;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1815;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1709;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;1762;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1710;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1809;1808;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1711;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1815;1834;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1712;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1824;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1713;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1821;1762;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1714;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1828;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1715;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1825;1797;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1716;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1831;1883;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1717;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1831;1860;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1718;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1837;1843;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1719;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1836;1848;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1720;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1824;1791;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1721;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1828;1848;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1722;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1831;1797;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1723;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;1926;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1724;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1848;1851;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1725;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1825;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1726;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1949;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1727;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1848;1830;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1728;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1874;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1729;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;1822;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1730;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;1809;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1731;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1843;1849;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1732;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;1777;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1733;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1837;1851;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1734;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1834;1836;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1735;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;1816;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1736;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1894;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1737;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;1860;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1738;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;1872;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1739;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1843;1809;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1740;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1851;1872;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1741;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1855;1897;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1742;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1851;1852;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1743;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;1851;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1744;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;1921;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1745;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1843;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1746;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1851;1796;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-342.28; SDS011 BME680 CCS811
1747;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1830;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1748;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1848;1852;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1749;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;1836;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1750;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1848;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1751;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1855;1892;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1752;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1894;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1753;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1866;1933;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1754;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869;1837;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1755;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;1906;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1756;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;1946;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1757;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878;1932;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1758;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878;1848;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1759;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869;1842;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1760;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1857;1802;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1761;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1851;1874;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1762;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;1911;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1763;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;1878;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1764;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1860;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1765;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1866;1860;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1766;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;1878;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1767;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;1878;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1768;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1949;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1769;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;1886;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1770;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1811;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1771;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;1822;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1772;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1886;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1773;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1900;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811
1774;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1866;1872;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1775;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;1860;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1776;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;1849;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1777;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;1789;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1778;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1921;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1779;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1843;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1780;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1851;1828;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1781;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;1883;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1782;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1857;1857;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1783;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1866;1883;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1784;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1878;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811
1785;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1871;1940;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1786;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1874;1848;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1787;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1874;1900;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1788;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;1874;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1789;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878;1923;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1790;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1880;1935;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1791;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1796;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811
1792;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869;1878;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1793;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1794;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878;1897;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1795;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869;1842;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1796;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869;1871;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1797;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;1839;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811
1798;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;1906;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1799;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878;1912;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1800;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865;1822;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811
1801;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;1791;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1802;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1848;1828;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1803;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1843;1822;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1804;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1836;1750;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811
1805;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1822;1822;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811
1806;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1811;1734;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1807;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1781;1681;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811
1808;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1755;1638;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
1809;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1734;1631;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811
