processor_millis; CozIr_Co2_filtered;SDS011_pm25; SDS011_pm10;BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors
8564;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.579; SDS011 BME680 CCS1365
8565;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.580; SDS011 BME680 CCS1366
8566;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.581; SDS011 BME680 CCS1367
8567;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.582; SDS011 BME680 CCS1368
8568;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.583; SDS011 BME680 CCS1369
8569;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.584; SDS011 BME680 CCS1370
8570;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.585; SDS011 BME680 CCS1371
8571;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.586; SDS011 BME680 CCS1372
8572;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.587; SDS011 BME680 CCS1373
8573;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.588; SDS011 BME680 CCS1374
8574;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.589; SDS011 BME680 CCS1375
8575;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.590; SDS011 BME680 CCS1376
8576;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.591; SDS011 BME680 CCS1377
8577;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.592; SDS011 BME680 CCS1378
8578;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.593; SDS011 BME680 CCS1379
8579;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.594; SDS011 BME680 CCS1380
8580;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.595; SDS011 BME680 CCS1381
8581;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.596; SDS011 BME680 CCS1382
8582;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.597; SDS011 BME680 CCS1383
8583;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.598; SDS011 BME680 CCS1384
8584;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.599; SDS011 BME680 CCS1385
8585;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.600; SDS011 BME680 CCS1386
8586;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.601; SDS011 BME680 CCS1387
8587;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.602; SDS011 BME680 CCS1388
8588;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.603; SDS011 BME680 CCS1389
8589;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.604; SDS011 BME680 CCS1390
8590;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.605; SDS011 BME680 CCS1391
8591;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.606; SDS011 BME680 CCS1392
8592;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.607; SDS011 BME680 CCS1393
8593;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.608; SDS011 BME680 CCS1394
8594;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.609; SDS011 BME680 CCS1395
8595;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.610; SDS011 BME680 CCS1396
8596;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.611; SDS011 BME680 CCS1397
8597;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.612; SDS011 BME680 CCS1398
8598;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.613; SDS011 BME680 CCS1399
8599;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.614; SDS011 BME680 CCS1400
8600;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.615; SDS011 BME680 CCS1401
8601;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.616; SDS011 BME680 CCS1402
8602;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.617; SDS011 BME680 CCS1403
8603;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.618; SDS011 BME680 CCS1404
8604;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.619; SDS011 BME680 CCS1405
8605;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.620; SDS011 BME680 CCS1406
8606;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.621; SDS011 BME680 CCS1407
8607;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.622; SDS011 BME680 CCS1408
8608;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.623; SDS011 BME680 CCS1409
8609;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.624; SDS011 BME680 CCS1410
8610;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.625; SDS011 BME680 CCS1411
8611;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.626; SDS011 BME680 CCS1412
8612;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.627; SDS011 BME680 CCS1413
8613;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.628; SDS011 BME680 CCS1414
8614;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.629; SDS011 BME680 CCS1415
8615;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.630; SDS011 BME680 CCS1416
8616;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.631; SDS011 BME680 CCS1417
8617;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.632; SDS011 BME680 CCS1418
8618;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.633; SDS011 BME680 CCS1419
8619;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.634; SDS011 BME680 CCS1420
8620;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.635; SDS011 BME680 CCS1421
8621;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.636; SDS011 BME680 CCS1422
8622;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.637; SDS011 BME680 CCS1423
8623;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.638; SDS011 BME680 CCS1424
8624;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.639; SDS011 BME680 CCS1425
8625;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.640; SDS011 BME680 CCS1426
8626;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.641; SDS011 BME680 CCS1427
8627;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.642; SDS011 BME680 CCS1428
8628;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.643; SDS011 BME680 CCS1429
8629;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.644; SDS011 BME680 CCS1430
8630;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.645; SDS011 BME680 CCS1431
8631;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.646; SDS011 BME680 CCS1432
8632;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.647; SDS011 BME680 CCS1433
8633;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.648; SDS011 BME680 CCS1434
8634;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.649; SDS011 BME680 CCS1435
8635;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.650; SDS011 BME680 CCS1436
8636;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.651; SDS011 BME680 CCS1437
8637;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.652; SDS011 BME680 CCS1438
8638;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.653; SDS011 BME680 CCS1439
8639;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.654; SDS011 BME680 CCS1440
8640;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.655; SDS011 BME680 CCS1441
8641;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.656; SDS011 BME680 CCS1442
8642;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.657; SDS011 BME680 CCS1443
8643;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.658; SDS011 BME680 CCS1444
8644;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.659; SDS011 BME680 CCS1445
8645;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.660; SDS011 BME680 CCS1446
8646;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.661; SDS011 BME680 CCS1447
8647;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.662; SDS011 BME680 CCS1448
8648;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.663; SDS011 BME680 CCS1449
8649;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.664; SDS011 BME680 CCS1450
8650;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.665; SDS011 BME680 CCS1451
8651;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.666; SDS011 BME680 CCS1452
8652;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.667; SDS011 BME680 CCS1453
8653;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.668; SDS011 BME680 CCS1454
8654;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.669; SDS011 BME680 CCS1455
8655;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.670; SDS011 BME680 CCS1456
8656;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.671; SDS011 BME680 CCS1457
8657;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.672; SDS011 BME680 CCS1458
8658;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.673; SDS011 BME680 CCS1459
8659;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.674; SDS011 BME680 CCS1460
8660;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.675; SDS011 BME680 CCS1461
8661;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.676; SDS011 BME680 CCS1462
8662;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.677; SDS011 BME680 CCS1463
8663;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.678; SDS011 BME680 CCS1464
8664;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.679; SDS011 BME680 CCS1465
8665;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.680; SDS011 BME680 CCS1466
8666;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.681; SDS011 BME680 CCS1467
8667;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.682; SDS011 BME680 CCS1468
8668;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.683; SDS011 BME680 CCS1469
8669;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.684; SDS011 BME680 CCS1470
8670;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.685; SDS011 BME680 CCS1471
8671;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.686; SDS011 BME680 CCS1472
8672;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.687; SDS011 BME680 CCS1473
8673;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.688; SDS011 BME680 CCS1474
8674;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.689; SDS011 BME680 CCS1475
8675;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.690; SDS011 BME680 CCS1476
8676;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.691; SDS011 BME680 CCS1477
8677;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.692; SDS011 BME680 CCS1478
8678;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.693; SDS011 BME680 CCS1479
8679;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.694; SDS011 BME680 CCS1480
8680;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.695; SDS011 BME680 CCS1481
8681;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.696; SDS011 BME680 CCS1482
8682;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.697; SDS011 BME680 CCS1483
8683;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.698; SDS011 BME680 CCS1484
8684;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.699; SDS011 BME680 CCS1485
8685;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.700; SDS011 BME680 CCS1486
8686;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.701; SDS011 BME680 CCS1487
8687;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.702; SDS011 BME680 CCS1488
8688;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.703; SDS011 BME680 CCS1489
8689;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.704; SDS011 BME680 CCS1490
8690;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.705; SDS011 BME680 CCS1491
8691;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.706; SDS011 BME680 CCS1492
8692;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.707; SDS011 BME680 CCS1493
8693;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.708; SDS011 BME680 CCS1494
8694;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.709; SDS011 BME680 CCS1495
8695;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.710; SDS011 BME680 CCS1496
8696;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.711; SDS011 BME680 CCS1497
8697;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.712; SDS011 BME680 CCS1498
8698;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.713; SDS011 BME680 CCS1499
8699;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.714; SDS011 BME680 CCS1500
8700;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.715; SDS011 BME680 CCS1501
8701;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.716; SDS011 BME680 CCS1502
8702;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.717; SDS011 BME680 CCS1503
8703;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.718; SDS011 BME680 CCS1504
8704;0.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.719; SDS011 BME680 CCS1505
