processor_millis,SDS011_pm25, SDS011_pm10,BME680_temperature, BME680_pressure, BME680_humidity, BME680_gasResistance,CCS811_C02, CCS811_TVOC,GPS_year, GPS_month, GPS_day, GPS_hour, GPS_minute, GPS_seconds, GPS_longitude, GPS_latitude, GPS_noSaltilites, GPS_fix,CozIr_Co2, CozIr_Co2_filtered,SN1_WE_u, SN1_AE_u, SN2_WE_u, SN2_AE_u, NO2, O3, PT1000 temp,Errors
Starting!
8000,0.30, 1.60,0, 0, 0, 0,402, 0,22,4,26,14,11,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12, BME680 CozIR
10000,0.30, 1.60,0, 0, 0, 0,400, 0,22,4,26,14,11,1,0,0,0,0,00314, 00350,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93, BME680
12000,0.30, 1.00,0, 0, 0, 0,402, 0,22,4,26,14,11,4,0,0,0,0,00317, 00387,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32, BME680
14000,0.20, 1.00,0, 0, 0, 0,402, 0,22,4,26,14,11,5,0,0,0,0,00326, 00350,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-290.71, BME680
16000,0.20, 0.60,0, 0, 0, 0,405, 0,22,4,26,14,11,8,0,0,0,0,00326, 00380,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93, BME680
18000,0.20, 0.80,0, 0, 0, 0,405, 0,22,4,26,14,11,9,0,0,0,0,00331, 00358,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-289.90, BME680
20000,0.20, 0.60,0, 0, 0, 0,409, 1,22,4,26,14,11,12,0,0,0,0,00333, 00357,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-291.51, BME680
22000,0.20, 0.60,0, 0, 0, 0,414, 2,22,4,26,14,11,13,0,0,0,0,00340, 00378,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93, BME680
24000,0.20, 0.70,0, 0, 0, 0,417, 2,22,4,26,14,11,15,0,0,0,0,00340, 00331,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32, BME680
26000,0.20, 0.80,0, 0, 0, 0,417, 2,22,4,26,14,11,17,0,0,0,0,00344, 00297,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-289.90, BME680
28000,0.20, 0.80,0, 0, 0, 0,426, 3,22,4,26,14,11,20,0,0,0,0,00333, 00297,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-290.71, BME680
30000,0.20, 0.70,0, 0, 0, 0,426, 3,22,4,26,14,11,21,0,0,0,0,00326, 00331,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12, BME680
32000,0.20, 0.70,0, 0, 0, 0,426, 3,0,0,0,0,0,0,0,0,0,0,00340, 00454,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-289.90, BME680 GPS
34000,0.20, 0.70,0, 0, 0, 0,426, 3,22,4,26,14,11,25,0,0,0,0,00338, 00286,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-290.71, BME680
36000,0.20, 0.70,0, 0, 0, 0,433, 5,22,4,26,14,11,27,0,0,0,0,00331, 00264,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32, BME680
38000,0.20, 0.70,0, 0, 0, 0,435, 5,22,4,26,14,11,29,0,0,0,0,00334, 00331,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93, BME680
40000,0.20, 0.70,0, 0, 0, 0,441, 6,22,4,26,14,11,31,0,0,0,0,00338, 00365,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32, BME680
42000,0.20, 0.80,0, 0, 0, 0,447, 7,22,4,26,14,11,34,0,0,0,0,00335, 00339,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32, BME680
44000,0.20, 0.80,0, 0, 0, 0,447, 7,22,4,26,14,11,35,0,0,0,0,00350, 00388,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-290.71, BME680
46000,0.10, 0.70,0, 0, 0, 0,447, 7,22,4,26,14,11,37,0,0,0,0,00343, 00273,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93, BME680
48000,0.10, 1.10,0, 0, 0, 0,447, 7,22,4,26,14,11,40,0,0,0,0,00340, 00353,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-289.90, BME680
50000,0.10, 1.30,0, 0, 0, 0,455, 8,22,4,26,14,11,41,0,0,0,0,00334, 00282,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32, BME680
