processor_millis, SDS011_pm25, SDS011_pm10, BME680_temperature, BME680_pressure, BME680_humidity, BME680_gasResistance,CCS811_C02, CCS811_TVOC,GPS_year, GPS_month, GPS_day, GPS_hour, GPS_minute, GPS_seconds, GPS_longitude, GPS_latitude, GPS_noSaltilites, GPS_fix,CozIr_Co2, CozIr_Co2_filtered,SN1_WE_u, SN1_AE_u, SN2_WE_u, SN2_AE_u, NO2, O3, PT1000 temp
Starting!
2917, 1.10, 5.90, 18.14, 10188.00, 34.58, 0.00, 0, 0, 22, 3, 8, 12, 2, 33, 0, 0, 0, 0, 00552, 00552, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.93, ERRORS : 
4918, 1.10, 5.10, 18.16, 10187.80, 34.59, 291.49, 0, 0, 22, 3, 8, 12, 2, 34, 0, 0, 0, 0, 00538, 00522, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.12, ERRORS : 
6918, 1.10, 4.40, 18.17, 10187.60, 34.54, 296.50, 400, 0, 22, 3, 8, 12, 2, 36, 0, 0, 0, 0, 00544, 00612, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.93, ERRORS : 
8918, 1.20, 5.50, 18.17, 10188.00, 34.50, 298.38, 400, 0, 22, 3, 8, 12, 2, 38, 0, 0, 0, 0, 00545, 00516, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -294.73, ERRORS : 
10918, 1.20, 5.20, 18.18, 10187.80, 34.48, 302.23, 400, 0, 22, 3, 8, 12, 2, 40, 0, 0, 0, 0, 00543, 00575, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -291.51, ERRORS : 
12918, 1.10, 4.40, 18.19, 10187.80, 34.45, 303.07, 400, 0, 22, 3, 8, 12, 2, 42, 0, 0, 0, 0, 00543, 00540, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.12, ERRORS : 
14918, 1.10, 4.40, 18.20, 10187.60, 34.40, 305.32, 400, 0, 22, 3, 8, 12, 2, 44, 0, 0, 0, 0, 00547, 00571, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.93, ERRORS : 
16918, 1.20, 4.50, 18.21, 10187.40, 34.37, 308.19, 400, 0, 22, 3, 8, 12, 2, 46, 0, 0, 0, 0, 00553, 00553, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.12, ERRORS : 
18918, 1.20, 4.70, 18.21, 10188.00, 34.34, 307.32, 400, 0, 22, 3, 8, 12, 2, 48, 0, 0, 0, 0, 00546, 00531, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -292.32, ERRORS : 
20918, 1.20, 5.50, 18.22, 10187.80, 34.29, 309.64, 400, 0, 22, 3, 8, 12, 2, 50, 0, 0, 0, 0, 00548, 00528, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.12, ERRORS : 
22918, 1.20, 5.40, 18.23, 10187.60, 34.26, 311.70, 400, 0, 22, 3, 8, 12, 2, 52, 0, 0, 0, 0, 00545, 00536, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -289.90, ERRORS : 
24918, 1.20, 5.40, 18.23, 10187.80, 34.23, 313.79, 400, 0, 22, 3, 8, 12, 2, 54, 0, 0, 0, 0, 00545, 00557, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.12, ERRORS : 
26918, 1.10, 5.20, 18.24, 10187.80, 34.21, 314.39, 400, 0, 22, 3, 8, 12, 2, 56, 0, 0, 0, 0, 00548, 00546, -1.00, -1.00, -1.00, -1.00, -1.00, -1.00, -293.12, ERRORS : 
