processor_millis,SDS011_pm25, SDS011_pm10,BME680_temperature, BME680_pressure, BME680_humidity, BME680_gasResistance,CCS811_C02, CCS811_TVOC,GPS_year, GPS_month, GPS_day, GPS_hour, GPS_minute, GPS_seconds, GPS_longitude, GPS_latitude, GPS_noSaltilites, GPS_fix,CozIr_Co2, CozIr_Co2_filtered,SN1_WE_u, SN1_AE_u, SN2_WE_u, SN2_AE_u, NO2, O3, PT1000 temp,Errors
Starting!
54000,1.10, 11.20,23.63, 10201.50, 26.64, 0.00,400, 0,22,4,27,8,49,1,0,0,0,0,00821, 00795,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2093.42,
56000,1.10, 12.40,23.58, 10201.50, 26.61, 0.00,405, 0,0,0,0,0,0,0,0,0,0,0,00819, 00795,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2094.22, GPS
58000,1.20, 13.00,23.52, 10201.50, 26.64, 0.00,405, 0,22,4,27,8,49,5,0,0,0,0,00822, 00832,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2095.83,
60000,1.10, 12.10,23.47, 10201.50, 26.72, 0.00,400, 0,22,4,27,8,49,6,0,0,0,0,00829, 00855,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2099.86,
62000,1.10, 12.70,23.43, 10201.70, 26.77, 0.00,400, 0,22,4,27,8,49,9,0,0,0,0,00831, 00801,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2095.83,
64000,1.30, 14.10,23.40, 10200.90, 26.83, 0.00,400, 0,22,4,27,8,49,10,0,0,0,0,00834, 00826,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2095.83,
66000,1.30, 13.20,23.38, 10201.30, 26.88, 0.00,400, 0,22,4,27,8,49,13,0,0,0,0,00844, 00864,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2098.25,
68000,1.40, 13.90,23.36, 10201.50, 26.93, 0.00,400, 0,22,4,27,8,49,14,0,0,0,0,00841, 00784,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2094.22,
70000,1.40, 14.50,23.34, 10201.30, 26.97, 0.00,405, 0,22,4,27,8,49,17,0,0,0,0,00839, 00784,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2095.03,
72000,1.40, 14.20,23.33, 10201.70, 26.99, 0.00,400, 0,22,4,27,8,49,18,0,0,0,0,00834, 00823,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2099.06,
