processor_millis; SDS011_pm25; SDS011_pm10; BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;
Starting!;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2987; 0.70; 1.80; 22.71; 10221.70; 12.08; 1149.57;400;0;22;3;4;14;44;32;0;0;0;0;791;742; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -298.76; ERRORS : 
4987; 0.60; 1.70; 22.72; 10221.90; 12.07; 1137.90;400;0;22;3;4;14;44;34;0;0;0;0;787;760; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.96; ERRORS : 
6987; 0.70; 1.80; 22.72; 10221.70; 12.06; 1139.83;402;0;22;3;4;14;44;36;0;0;0;0;789;800; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.15; ERRORS : 
8987; 0.70; 1.90; 22.73; 10221.50; 12.06; 1141.77;400;0;22;3;4;14;44;38;0;0;0;0;789;783; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -298.76; ERRORS : 
10987; 0.70; 2.10; 22.73; 10221.50; 12.06; 1138.87;400;0;22;3;4;14;44;40;0;0;0;0;788;764; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.15; ERRORS : 
12987; 0.70; 2.10; 22.74; 10221.90; 12.04; 1144.68;402;0;22;3;4;14;44;42;0;0;0;0;796;828; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.96; ERRORS : 
14987; 0.70; 2.00; 22.74; 10221.70; 12.04; 1144.68;402;0;22;3;4;14;44;44;0;0;0;0;791;801; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -298.76; ERRORS : 
16987; 0.70; 2.00; 22.75; 10221.70; 12.03; 1143.71;402;0;22;3;4;14;44;46;0;0;0;0;794;840; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.96; ERRORS : 
18987; 0.70; 2.00; 22.75; 10221.50; 12.03; 1146.63;402;0;22;3;4;14;44;48;0;0;0;0;796;753; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
