processor_millis;SDS011_pm25; SDS011_pm10;BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors
0;2.21;2.53;20.3;0;17;0;0;0;22;4;1;5;44;55;0;0;0;0;0;0;0;0;0;0;0;0;0;
61000;1.61;1.85;19.9;0;18;0;0;0;22;4;1;5;45;56;0;0;0;0;0;0;0;0;0;0;0;0;0;
122000;2.34;2.68;19.4;0;18;0;0;0;22;4;1;5;46;57;0;0;0;0;0;0;0;0;0;0;0;0;0;
183000;2.05;2.33;18.8;0;19;0;0;0;22;4;1;5;47;58;0;0;0;0;0;0;0;0;0;0;0;0;0;
244000;1.55;1.75;18.3;0;19;0;0;0;22;4;1;5;48;59;0;0;0;0;0;0;0;0;0;0;0;0;0;
305000;1.87;2.1;17.7;0;20;0;0;0;22;4;1;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
366000;1.75;1.98;17.1;0;21;0;0;0;22;4;1;5;51;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
427000;2.15;2.42;16.6;0;21;0;0;0;22;4;1;5;52;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
489000;1.86;2.13;16;0;22;0;0;0;22;4;1;5;53;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
550000;1.47;1.67;15.5;0;23;0;0;0;22;4;1;5;54;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
611000;2.15;2.43;15;0;23;0;0;0;22;4;1;5;55;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
672000;2.04;2.34;14.4;0;24;0;0;0;22;4;1;5;56;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
733000;2.09;2.4;13.9;0;24;0;0;0;22;4;1;5;57;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
794000;2.51;2.88;13.5;0;25;0;0;0;22;4;1;5;58;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
855000;2.36;2.66;12.9;0;26;0;0;0;22;4;1;5;59;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
916000;2.61;2.94;12.5;0;26;0;0;0;22;4;1;6;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
977000;2.29;2.54;12;0;27;0;0;0;22;4;1;6;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;
1038000;2.31;2.6;11.6;0;28;0;0;0;22;4;1;6;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
1099000;2.63;2.96;11.1;0;28;0;0;0;22;4;1;6;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;
1161000;2.11;2.39;10.7;0;29;0;0;0;22;4;1;6;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;
1222000;2.7;3.09;10.4;0;30;0;0;0;22;4;1;6;5;17;0;0;0;0;0;0;0;0;0;0;0;0;0;
1283000;2.34;2.69;10;0;30;0;0;0;22;4;1;6;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;
