processor_millis,SDS011_pm25, SDS011_pm10,BME680_temperature, BME680_pressure, BME680_humidity, BME680_gasResistance,CCS811_C02, CCS811_TVOC,GPS_year, GPS_month, GPS_day, GPS_hour, GPS_minute, GPS_seconds, GPS_longitude, GPS_latitude, GPS_noSaltilites, GPS_fix,CozIr_Co2, CozIr_Co2_filtered,SN1_WE_u, SN1_AE_u, SN2_WE_u, SN2_AE_u, NO2, O3, PT1000 temp,Errors
Starting!
36000,1.80, 8.90,15.85, 10101.80, 20.05, 251.69,400, 0,22,4,1,5,40,1,0,0,0,0,00467, 00464,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-294.73,
38000,1.70, 8.40,15.75, 10102.00, 20.04, 251.50,400, 0,22,4,1,5,40,3,0,0,0,0,00467, 00467,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32,
40000,1.70, 8.70,15.66, 10101.70, 20.05, 254.22,400, 0,22,4,1,5,40,5,0,0,0,0,00458, 00443,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32,
42000,1.70, 8.80,15.59, 10101.80, 20.08, 256.61,400, 0,22,4,1,5,40,7,0,0,0,0,00454, 00482,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
44000,1.70, 8.50,15.52, 10101.70, 20.10, 259.04,400, 0,22,4,1,5,40,9,0,0,0,0,00451, 00435,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
46000,1.60, 8.50,15.47, 10101.70, 20.13, 262.36,400, 0,22,4,1,5,40,11,0,0,0,0,00447, 00450,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
48000,1.50, 8.40,15.42, 10101.70, 20.17, 264.90,400, 0,22,4,1,5,40,13,0,0,0,0,00450, 00465,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-294.73,
50000,1.30, 5.50,15.38, 10101.50, 20.20, 268.36,400, 0,22,4,1,5,40,15,0,0,0,0,00455, 00491,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-295.54,
52000,1.30, 5.60,15.34, 10101.50, 20.23, 271.25,400, 0,22,4,1,5,40,17,0,0,0,0,00459, 00482,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-294.73,
54000,1.20, 4.80,15.31, 10101.50, 20.27, 273.51,400, 0,22,4,1,5,40,19,0,0,0,0,00459, 00446,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
56000,1.20, 4.90,15.27, 10101.80, 20.29, 277.44,400, 0,22,4,1,5,40,21,0,0,0,0,00464, 00445,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-295.54,
58000,1.10, 4.30,15.25, 10101.70, 20.31, 280.29,400, 0,22,4,1,5,40,23,0,0,0,0,00461, 00463,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
60000,1.20, 4.50,15.22, 10101.80, 20.35, 283.68,400, 0,22,4,1,5,40,25,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-294.73, CozIR
62000,1.10, 4.20,15.20, 10101.70, 20.36, 286.65,400, 0,22,4,1,5,40,27,0,0,0,0,00464, 00455,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-292.32,
64000,1.10, 3.90,15.18, 10101.50, 20.38, 290.20,400, 0,22,4,1,5,40,29,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93, CozIR
66000,1.00, 3.80,15.16, 10101.70, 20.39, 292.01,400, 0,22,4,1,5,40,31,0,0,0,0,00461, 00460,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
68000,1.00, 3.60,15.13, 10101.80, 20.41, 295.96,400, 0,22,4,1,5,40,33,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-296.35, CozIR
70000,0.90, 3.30,15.11, 10101.80, 20.42, 297.03,400, 0,22,4,1,5,40,35,0,0,0,0,00460, 00465,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
72000,0.80, 2.90,15.09, 10102.00, 20.44, 300.57,400, 0,22,4,1,5,40,37,0,0,0,0,00457, 00439,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-295.54,
74000,0.80, 3.00,15.07, 10102.00, 20.46, 304.76,400, 0,22,4,1,5,40,39,0,0,0,0,00450, 00403,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-295.54,
76000,0.90, 3.10,15.05, 10102.00, 20.47, 307.32,400, 0,22,4,1,5,40,41,0,0,0,0,00444, 00419,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
78000,0.80, 3.70,15.03, 10102.20, 20.48, 308.77,400, 0,22,4,1,5,40,43,0,0,0,0,00441, 00443,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
80000,0.80, 4.60,15.00, 10101.50, 20.48, 313.79,400, 0,22,4,1,5,40,45,0,0,0,0,00448, 00487,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
82000,1.00, 6.10,14.98, 10101.50, 20.49, 315.91,400, 0,22,4,1,5,40,47,0,0,0,0,00446, 00440,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-291.51,
84000,1.00, 6.70,14.96, 10101.50, 20.52, 318.36,400, 0,22,4,1,5,40,49,0,0,0,0,00446, 00450,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-295.54,
86000,1.10, 7.40,14.93, 10101.50, 20.53, 321.48,400, 0,22,4,1,5,40,51,0,0,0,0,00448, 00448,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
88000,1.10, 8.20,14.91, 10101.50, 20.55, 324.98,400, 0,22,4,1,5,40,53,0,0,0,0,00445, 00443,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-294.73,
90000,1.20, 9.40,14.89, 10101.10, 20.56, 326.60,400, 0,22,4,1,5,40,55,0,0,0,0,00440, 00438,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
92000,1.30, 11.10,14.87, 10101.10, 20.57, 329.22,400, 0,22,4,1,5,40,57,0,0,0,0,00443, 00429,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
94000,1.30, 11.00,14.85, 10101.10, 20.56, 333.23,400, 0,22,4,1,5,40,59,0,0,0,0,00443, 00442,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.93,
96000,1.30, 11.20,14.83, 10101.10, 20.56, 332.89,400, 0,22,4,1,5,41,1,0,0,0,0,00440, 00431,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-295.54,
98000,1.40, 11.40,14.81, 10101.30, 20.56, 338.39,400, 0,22,4,1,5,41,3,0,0,0,0,00446, 00446,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
100000,1.40, 11.30,14.78, 10101.50, 20.56, 340.49,400, 0,22,4,1,5,41,5,0,0,0,0,00446, 00456,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-297.15,
102000,1.40, 11.70,14.76, 10101.50, 20.56, 343.34,400, 0,22,4,1,5,41,7,0,0,0,0,00447, 00440,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
104000,1.50, 11.70,14.73, 10101.50, 20.59, 344.79,400, 0,22,4,1,5,41,9,0,0,0,0,00446, 00423,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-293.12,
