processor_millis,SDS011_pm25, SDS011_pm10,BME680_temperature, BME680_pressure, BME680_humidity, BME680_gasResistance,CCS811_C02, CCS811_TVOC,GPS_year, GPS_month, GPS_day, GPS_hour, GPS_minute, GPS_seconds, GPS_longitude, GPS_latitude, GPS_noSaltilites, GPS_fix,CozIr_Co2, CozIr_Co2_filtered,SN1_WE_u, SN1_AE_u, SN2_WE_u, SN2_AE_u, NO2, O3, PT1000 temp,Errors
Starting!
10000,0.90, 10.30,23.55, 10201.90, 26.41, 574.70,400, 0,22,4,27,7,58,1,0,0,0,0,00823, 00838,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.05,
12000,0.90, 10.30,23.51, 10201.90, 26.33, 577.17,400, 0,22,4,27,7,58,3,0,0,0,0,00820, 00812,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
14000,0.90, 12.60,23.48, 10201.90, 26.30, 574.21,400, 0,22,4,27,7,58,5,0,0,0,0,00818, 00800,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
16000,0.90, 12.50,23.44, 10201.90, 26.31, 572.26,400, 0,22,4,27,7,58,7,0,0,0,0,00826, 00857,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-307.63,
18000,1.00, 13.20,23.42, 10202.10, 26.34, 577.17,400, 0,22,4,27,7,58,9,0,0,0,0,00826, 00786,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.85,
20000,0.90, 13.20,23.40, 10202.10, 26.36, 574.70,400, 0,22,4,27,7,58,11,0,0,0,0,00830, 00853,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-314.08,
22000,1.00, 13.20,23.39, 10201.90, 26.40, 575.69,400, 0,22,4,27,7,58,13,0,0,0,0,00828, 00862,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
24000,1.10, 13.50,23.38, 10202.10, 26.43, 577.67,400, 0,22,4,27,7,58,15,0,0,0,0,00839, 00900,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
26000,1.00, 12.60,23.37, 10201.70, 26.44, 579.16,400, 0,22,4,27,7,58,17,0,0,0,0,00839, 00872,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-308.43,
28000,1.00, 12.60,23.37, 10201.70, 26.47, 575.69,400, 0,22,4,27,7,58,19,0,0,0,0,00842, 00844,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-308.43,
30000,1.00, 12.30,23.36, 10201.90, 26.49, 576.68,400, 0,22,4,27,7,58,21,0,0,0,0,00846, 00848,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-308.43,
32000,0.90, 4.60,23.37, 10201.90, 26.50, 580.16,403, 0,22,4,27,7,58,23,0,0,0,0,00843, 00839,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-312.46,
34000,0.80, 4.50,23.37, 10201.90, 26.52, 576.68,403, 0,22,4,27,7,58,25,0,0,0,0,00843, 00857,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.85,
36000,0.80, 4.40,23.37, 10201.90, 26.52, 577.17,403, 0,22,4,27,7,58,27,0,0,0,0,00842, 00817,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.05,
38000,0.80, 4.30,23.37, 10201.70, 26.54, 579.66,400, 0,22,4,27,7,58,29,0,0,0,0,00842, 00792,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
40000,0.80, 4.30,23.37, 10201.70, 26.53, 578.16,403, 0,22,4,27,7,58,31,0,0,0,0,00841, 00889,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-309.24,
42000,0.80, 4.60,23.37, 10201.70, 26.54, 581.17,400, 0,22,4,27,7,58,33,0,0,0,0,00839, 00827,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.05,
44000,0.70, 2.50,23.38, 10201.70, 26.55, 580.16,400, 0,22,4,27,7,58,35,0,0,0,0,00834, 00818,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.85,
46000,0.70, 2.20,23.38, 10202.10, 26.54, 578.66,400, 0,22,4,27,7,58,37,0,0,0,0,00831, 00878,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-308.43,
48000,0.70, 2.20,23.38, 10202.10, 26.53, 581.17,400, 0,22,4,27,7,58,39,0,0,0,0,00832, 00896,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
50000,0.70, 1.60,23.38, 10202.10, 26.51, 579.66,400, 0,22,4,27,7,58,41,0,0,0,0,00832, 00842,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
52000,0.80, 1.80,23.39, 10202.10, 26.50, 585.73,400, 0,22,4,27,7,58,43,0,0,0,0,00827, 00759,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.85,
54000,0.70, 1.70,23.40, 10201.90, 26.49, 583.69,400, 0,22,4,27,7,58,45,0,0,0,0,00823, 00787,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-308.43,
56000,0.60, 1.90,23.40, 10202.10, 26.48, 586.24,400, 0,22,4,27,7,58,47,0,0,0,0,00826, 00828,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.05,
58000,0.70, 2.60,23.40, 10201.90, 26.47, 585.22,400, 0,22,4,27,7,58,49,0,0,0,0,00838, 00886,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-311.66,
60000,0.70, 3.40,23.41, 10201.90, 26.46, 585.73,405, 0,22,4,27,7,58,51,0,0,0,0,00827, 00795,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-314.08,
62000,0.70, 3.40,23.41, 10201.70, 26.44, 587.78,405, 0,22,4,27,7,58,53,0,0,0,0,00826, 00801,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-307.63,
64000,0.70, 3.30,23.42, 10201.70, 26.43, 589.32,405, 0,22,4,27,7,58,55,0,0,0,0,00842, 00954,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.85,
66000,0.80, 3.30,23.42, 10201.90, 26.43, 587.78,405, 0,22,4,27,7,58,57,0,0,0,0,00847, 00816,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-312.46,
68000,0.80, 4.20,23.42, 10201.90, 26.43, 587.78,408, 1,22,4,27,7,58,59,0,0,0,0,00849, 00865,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-310.85,
