processor_millis; SDS011_pm25; SDS011_pm10; BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;
Starting!;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2987; 1.20; 3.40; 21.84; 10222.10; 12.32; 767.69;407;1;22;3;4;14;44;31;0;0;0;0;525;547; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
4987; 1.30; 3.50; 21.84; 10222.10; 12.31; 762.04;402;0;22;3;4;14;44;32;0;0;0;0;530;567; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
6987; 1.30; 3.60; 21.84; 10221.90; 12.31; 761.61;402;0;22;3;4;14;44;35;0;0;0;0;535;521; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -291.51; ERRORS : 
8987; 1.40; 4.00; 21.85; 10222.10; 12.30; 760.32;402;0;22;3;4;14;44;36;0;0;0;0;534;496; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -291.51; ERRORS : 
10987; 1.40; 4.20; 21.85; 10222.10; 12.30; 765.95;402;0;22;3;4;14;44;39;0;0;0;0;533;538; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -291.51; ERRORS : 
12987; 1.40; 4.30; 21.86; 10221.90; 12.29; 769.45;402;0;22;3;4;14;44;40;0;0;0;0;529;530; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
14987; 1.40; 4.40; 21.86; 10221.90; 12.28; 762.47;402;0;22;3;4;14;44;42;0;0;0;0;529;562; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
16987; 1.40; 4.10; 21.86; 10221.90; 12.28; 767.26;407;1;22;3;4;14;44;45;0;0;0;0;526;519; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
18987; 1.40; 4.00; 21.87; 10222.10; 12.28; 762.90;407;1;22;3;4;14;44;46;0;0;0;0;528;553; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -289.09; ERRORS : 
20987; 1.50; 4.40; 21.87; 10222.10; 12.28; 765.95;410;1;22;3;4;14;44;48;0;0;0;0;528;479; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -289.90; ERRORS : 
22987; 1.50; 4.60; 21.88; 10221.90; 12.26; 769.89;410;1;22;3;4;14;44;51;0;0;0;0;526;548; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
24987; 1.50; 4.40; 21.88; 10221.90; 12.27; 768.57;407;1;22;3;4;14;44;52;0;0;0;0;520;501; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
26987; 1.60; 4.60; 21.88; 10221.70; 12.26; 768.13;407;1;22;3;4;14;44;55;0;0;0;0;516;533; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
28987; 1.50; 4.50; 21.89; 10221.90; 12.26; 768.57;407;1;22;3;4;14;44;56;0;0;0;0;509;470; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
30987; 1.50; 4.40; 21.89; 10221.90; 12.25; 761.61;402;0;22;3;4;14;44;59;0;0;0;0;509;476; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -291.51; ERRORS : 
32987; 1.50; 4.30; 21.90; 10221.90; 12.24; 765.51;402;0;22;3;4;14;45;0;0;0;0;0;510;519; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
34987; 1.40; 4.40; 21.90; 10221.70; 12.24; 767.69;402;0;22;3;4;14;45;2;0;0;0;0;514;497; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
36987; 1.40; 4.60; 21.90; 10221.90; 12.23; 762.90;400;0;22;3;4;14;45;4;0;0;0;0;514;471; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
38987; 1.40; 4.30; 21.91; 10221.90; 12.23; 763.34;402;0;22;3;4;14;45;7;0;0;0;0;510;529; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
