processor_millis; SDS011_pm25; SDS011_pm10; BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors
0;2.07;6.95;26-mar;0;0;0;0;0;22;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86400000;2.43;8.74;27-mar;0;0;0;0;0;22;3;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
172800000;5.97;17.74;28-mar;0;0;0;0;0;22;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
259200000;0.98;4.98;29-mar;0;0;0;0;0;22;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
345600000;1.39;5.35;30-mar;0;0;0;0;0;22;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
432000000;1.47;5.27;31-mar;0;0;0;0;0;22;3;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
518400000;0.92;3.84;01-apr;0;0;0;0;0;22;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
604800000;1.97;4.92;02-apr;0;0;0;0;0;22;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
691200000;1.6;6.34;03-apr;0;0;0;0;0;22;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
777600000;0.85;4.2;04-apr;0;0;0;0;0;22;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
864000000;1.32;4.36;05-apr;0;0;0;0;0;22;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
950400000;1.44;4.01;06-apr;0;0;0;0;0;22;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
