processor_millis; SDS011_pm25; SDS011_pm10; BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;
Starting!;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3154; 0.20; 0.20; 19.69; 10261.00; 28.96; 0.00;0;0;22;3;10;15;0;22;0;0;0;0;586;586; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.15; ERRORS : 
5154; 0.10; 0.10; 19.71; 10261.00; 28.95; 45.92;0;0;22;3;10;15;0;23;0;0;0;0;551;537; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
7154; 0.30; 0.60; 19.73; 10260.80; 28.91; 48.94;400;0;22;3;10;15;0;25;0;0;0;0;555;582; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
9154; 0.30; 0.60; 19.74; 10260.80; 28.86; 53.41;400;0;22;3;10;15;0;27;0;0;0;0;565;509; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -296.35; ERRORS : 
11154; 0.40; 0.80; 19.76; 10260.80; 28.82; 57.79;400;0;22;3;10;15;0;29;0;0;0;0;563;555; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
13154; 0.40; 0.70; 19.77; 10261.00; 28.78; 62.96;400;0;22;3;10;15;0;30;0;0;0;0;563;567; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
15154; 0.40; 0.60; 19.79; 10261.20; 28.75; 67.40;400;0;22;3;10;15;0;33;0;0;0;0;558;539; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.96; ERRORS : 
17154; 0.30; 0.50; 19.80; 10261.00; 28.72; 72.45;400;0;22;3;10;15;0;36;0;0;0;0;559;583; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
19154; 0.40; 0.90; 19.81; 10261.00; 28.70; 77.81;400;0;22;3;10;15;0;37;0;0;0;0;555;547; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -296.35; ERRORS : 
21154; 0.30; 0.80; 19.81; 10261.00; 28.66; 82.60;400;0;22;3;10;15;0;40;0;0;0;0;558;591; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -297.15; ERRORS : 
23154; 0.30; 0.80; 19.82; 10260.80; 28.64; 87.84;400;0;22;3;10;15;0;41;0;0;0;0;564;608; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
