processor_millis; SDS011_pm25; SDS011_pm10; BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;
Starting!;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3127; 0.50; 0.50; 19.33; 10261.70; 32.04; 0.00;0;0;22;3;10;15;0;17;0;0;0;0;655;655; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -289.09; ERRORS : 
5128; 0.80; 0.80; 19.35; 10261.70; 32.05; 30.53;0;0;22;3;10;15;0;17;0;0;0;0;646;669; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
7128; 0.80; 0.90; 19.37; 10261.90; 32.01; 30.48;400;0;22;3;10;15;0;20;0;0;0;0;634;589; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
9128; 1.10; 1.80; 19.39; 10261.90; 32.01; 31.61;400;0;22;3;10;15;0;22;0;0;0;0;640;596; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -291.51; ERRORS : 
11128; 1.40; 2.60; 19.40; 10262.10; 32.03; 33.44;400;0;22;3;10;15;0;24;0;0;0;0;0;0; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS :  CozIR
13128; 1.50; 4.30; 19.42; 10262.10; 32.04; 36.00;400;0;22;3;10;15;0;26;0;0;0;0;624;525; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
15128; 1.50; 6.00; 19.43; 10261.90; 32.05; 38.00;400;0;22;3;10;15;0;28;0;0;0;0;0;0; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS :  CozIR
17128; 1.40; 5.90; 19.44; 10261.90; 32.04; 41.02;400;0;22;3;10;15;0;30;0;0;0;0;601;592; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
19128; 1.40; 5.40; 19.45; 10261.90; 32.02; 43.23;400;0;22;3;10;15;0;32;0;0;0;0;0;0; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS :  CozIR
21128; 1.40; 5.70; 19.46; 10262.30; 31.96; 45.99;400;0;22;3;10;15;0;34;0;0;0;0;588;603; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -289.90; ERRORS : 
23128; 1.40; 5.50; 19.47; 10262.10; 31.91; 48.08;400;0;22;3;10;15;0;35;0;0;0;0;0;0; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.93; ERRORS :  CozIR
25128; 1.40; 5.90; 19.48; 10262.30; 31.86; 50.34;400;0;22;3;10;15;0;38;0;0;0;0;574;527; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
27128; 1.40; 6.10; 19.48; 10262.10; 31.83; 53.24;400;0;22;3;10;15;0;40;0;0;0;0;568;530; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -295.54; ERRORS : 
29128; 1.30; 5.70; 19.49; 10262.10; 31.78; 55.84;400;0;22;3;10;15;0;42;0;0;0;0;563;562; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.93; ERRORS : 
31128; 1.30; 5.80; 19.50; 10262.30; 31.74; 58.54;400;0;22;3;10;15;0;44;0;0;0;0;566;571; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.93; ERRORS : 
33128; 1.30; 6.80; 19.50; 10262.10; 31.71; 60.71;400;0;22;3;10;15;0;46;0;0;0;0;561;495; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
35128; 1.40; 6.90; 19.51; 10262.10; 31.69; 63.44;400;0;22;3;10;15;0;48;0;0;0;0;562;578; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
37128; 1.40; 7.00; 19.51; 10262.30; 31.67; 66.79;400;0;22;3;10;15;0;50;0;0;0;0;563;592; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -291.51; ERRORS : 
39128; 1.30; 6.80; 19.52; 10262.30; 31.66; 70.16;400;0;22;3;10;15;0;52;0;0;0;0;567;585; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
41128; 1.30; 7.00; 19.52; 10262.10; 31.65; 71.48;400;0;22;3;10;15;0;54;0;0;0;0;568;553; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.93; ERRORS : 
43128; 1.20; 6.20; 19.53; 10262.10; 31.64; 74.21;400;0;22;3;10;15;0;56;0;0;0;0;568;576; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
45128; 1.20; 5.30; 19.53; 10262.30; 31.62; 77.23;400;0;22;3;10;15;0;58;0;0;0;0;564;523; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -294.73; ERRORS : 
47128; 1.30; 5.00; 19.54; 10262.30; 31.61; 80.05;400;0;22;3;10;15;1;1;0;0;0;0;562;558; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
49128; 1.30; 5.10; 19.54; 10262.10; 31.62; 83.91;400;0;22;3;10;15;1;2;0;0;0;0;566;579; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -293.12; ERRORS : 
51128; 1.30; 4.60; 19.55; 10262.10; 31.62; 85.90;408;1;22;3;10;15;1;5;0;0;0;0;569;572; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
53128; 1.30; 4.50; 19.55; 10262.30; 31.62; 87.98;400;0;22;3;10;15;1;6;0;0;0;0;564;534; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -292.32; ERRORS : 
55128; 1.20; 4.10; 19.55; 10262.30; 31.60; 91.76;400;0;22;3;10;15;1;9;0;0;0;0;564;572; -1.00; -1.00; -1.00; -1.00; -1.00; -1.00; -290.71; ERRORS : 
